Date,Daily Open,Daily High,Daily Low,Daily Close,Volume
2018-01-12 00:00:00-05:00,3.6087079048156743,3.6087079048156743,3.6087079048156743,3.608707904815674,33600
2018-01-16 00:00:00-05:00,3.460678253145707,3.6287112236022954,3.460678253145707,3.628711223602295,67600
2018-01-17 00:00:00-05:00,3.5767006874084473,3.5767006874084473,3.5767006874084473,3.5767006874084473,39600
2018-01-18 00:00:00-05:00,3.5767006874084473,3.5767006874084473,3.5767006874084473,3.5767006874084473,0
2018-01-19 00:00:00-05:00,3.5807022443630943,3.7407338619232178,3.5807022443630943,3.7407338619232178,5400
2018-01-22 00:00:00-05:00,3.6967243304003383,3.7007252059774793,3.540693998336792,3.540693998336792,8800
2018-01-23 00:00:00-05:00,3.7007253170013428,3.7007253170013428,3.7007253170013428,3.7007253170013428,225000
2018-01-24 00:00:00-05:00,3.700725883725936,3.876760244369507,3.700725883725936,3.876760244369507,64400
2018-01-25 00:00:00-05:00,3.9527751091026393,4.056795597076416,3.9527751091026393,4.056795597076416,20400
2018-01-26 00:00:00-05:00,3.900765252113342,4.000784873962402,3.900765252113342,4.000784873962402,6600
2018-01-29 00:00:00-05:00,3.7807412883323486,4.120808124542236,3.7807412883323486,4.120808124542236,800
2018-01-30 00:00:00-05:00,4.120808124542236,4.120808124542236,4.120808124542236,4.120808124542236,0
2018-01-31 00:00:00-05:00,4.120808124542236,4.120808124542236,4.120808124542236,4.120808124542236,0
2018-02-01 00:00:00-05:00,4.116807593541576,4.116807593541576,3.9807808476554607,3.996783971786499,6800
2018-02-02 00:00:00-05:00,3.960776805877685,3.960776805877685,3.960776805877685,3.9607768058776855,1000
2018-02-05 00:00:00-05:00,3.960776805877685,3.960776805877685,3.960776805877685,3.9607768058776855,0
2018-02-06 00:00:00-05:00,3.7367323436777338,4.088801383972168,3.7367323436777338,4.088801383972168,5000
2018-02-07 00:00:00-05:00,4.088801383972168,4.088801383972168,4.088801383972168,4.088801383972168,0
2018-02-08 00:00:00-05:00,4.0808001341286735,4.0808001341286735,3.880760908126831,3.880760908126831,140800
2018-02-09 00:00:00-05:00,3.860757112503052,3.860757112503052,3.7927437415576684,3.8607571125030518,6200
2018-02-12 00:00:00-05:00,3.880760908126831,3.880760908126831,3.880760908126831,3.880760908126831,2000
2018-02-13 00:00:00-05:00,3.880760908126831,3.880760908126831,3.880760908126831,3.880760908126831,0
2018-02-14 00:00:00-05:00,3.8807602747056564,4.160815069088532,3.8767593992679554,4.1568145751953125,912200
2018-02-15 00:00:00-05:00,4.000784512847891,4.168817492911066,4.000784512847891,4.120808124542236,6596400
2018-02-16 00:00:00-05:00,3.972778610660664,4.080799579620361,3.972778610660664,4.080799579620361,36000
2018-02-20 00:00:00-05:00,4.172818183898926,4.172818183898926,4.172818183898926,4.172818183898926,800
