Date,Daily Open,Daily High,Daily Low,Daily Close,Volume
2018-01-12 00:00:00-05:00,82.8499984741211,84.6500015258789,80.30000305175781,81.68000030517578,43200
2018-01-16 00:00:00-05:00,81.81999969482422,82.05000305175781,80.62000274658203,81.43000030517578,19313
2018-01-17 00:00:00-05:00,81.30000305175781,82.22000122070312,80.95999908447266,82.13999938964844,13635
2018-01-18 00:00:00-05:00,82.01000213623047,83.94000244140625,81.81999969482422,82.62999725341797,26971
2018-01-19 00:00:00-05:00,82.52999877929688,83.76000213623047,82.36000061035156,83.41999816894531,19303
2018-01-22 00:00:00-05:00,83.3499984741211,83.94999694824219,83.0,83.41000366210938,17156
2018-01-23 00:00:00-05:00,83.41999816894531,83.68000030517578,82.01000213623047,82.26000213623047,21793
2018-01-24 00:00:00-05:00,82.06999969482422,82.7300033569336,81.61000061035156,82.2699966430664,25404
2018-01-25 00:00:00-05:00,82.27999877929688,82.8499984741211,81.7699966430664,81.87999725341797,18011
2018-01-26 00:00:00-05:00,81.86000061035156,81.9800033569336,80.31999969482422,80.4800033569336,26965
2018-01-29 00:00:00-05:00,80.5199966430664,80.62000274658203,78.1500015258789,78.36000061035156,36663
2018-01-30 00:00:00-05:00,78.36000061035156,78.93000030517578,76.95999908447266,77.02999877929688,29236
2018-01-31 00:00:00-05:00,77.23999786376953,78.19999694824219,76.5199966430664,77.27999877929688,38453
2018-02-01 00:00:00-05:00,77.30000305175781,79.93000030517578,77.16000366210938,78.3499984741211,37574
2018-02-02 00:00:00-05:00,78.44999694824219,78.81999969482422,77.2300033569336,77.30000305175781,30885
2018-02-05 00:00:00-05:00,77.36000061035156,77.91000366210938,76.44999694824219,76.56999969482422,25997
2018-02-06 00:00:00-05:00,76.55000305175781,76.80000305175781,75.8499984741211,76.19000244140625,24696
2018-02-07 00:00:00-05:00,76.11000061035156,76.93000030517578,75.81999969482422,75.95999908447266,27161
2018-02-08 00:00:00-05:00,75.91000366210938,77.5199966430664,75.88999938964844,76.62000274658203,37960
2018-02-09 00:00:00-05:00,77.0,77.2699966430664,75.73999786376953,76.68000030517578,27401
