businessDate,transactionTime,rate,productCode,securityId,productDescription
01-13-2021,01-13-2021:11:00:00,0.06772,TY1,729303,12MTH SOFR SYNTH FUT
01-14-2021,01-14-2021:11:00:00,0.0643,TR6,623206,6-MTH SOFR SYNTH FUT
01-14-2021,01-14-2021:11:00:00,0.0682,TR3,663077,3-MTH SOFR SYNTH FUT
01-14-2021,01-14-2021:11:00:00,0.0717,TR1,401927,1-MTH SOFR SYNTH FUT
01-14-2021,01-14-2021:11:00:00,0.06877,TY1,729303,12MTH SOFR SYNTH FUT
01-15-2021,01-15-2021:11:00:33,0.0658,TR6,623206,6-MTH SOFR SYNTH FUT
01-15-2021,01-15-2021:11:00:33,0.0692,TR3,663077,3-MTH SOFR SYNTH FUT
01-15-2021,01-15-2021:11:00:33,0.0722,TR1,401927,1-MTH SOFR SYNTH FUT
01-15-2021,01-15-2021:11:00:33,0.06441,TY1,729303,12MTH SOFR SYNTH FUT
01-19-2021,01-19-2021:11:00:00,0.0644,TR6,623206,6-MTH SOFR SYNTH FUT
01-19-2021,01-19-2021:11:00:00,0.068,TR3,663077,3-MTH SOFR SYNTH FUT
01-19-2021,01-19-2021:11:00:00,0.0697,TR1,401927,1-MTH SOFR SYNTH FUT
01-19-2021,01-19-2021:11:00:00,0.06435,TY1,729303,12MTH SOFR SYNTH FUT
01-20-2021,01-20-2021:11:00:33,0.0632,TR6,623206,6-MTH SOFR SYNTH FUT
01-20-2021,01-20-2021:11:00:33,0.0672,TR3,663077,3-MTH SOFR SYNTH FUT
01-20-2021,01-20-2021:11:00:33,0.0695,TR1,401927,1-MTH SOFR SYNTH FUT
01-20-2021,01-20-2021:11:00:33,0.06065,TY1,729303,12MTH SOFR SYNTH FUT
01-21-2021,01-21-2021:11:00:00,0.0597,TR6,623206,6-MTH SOFR SYNTH FUT
01-21-2021,01-21-2021:11:00:00,0.0631,TR3,663077,3-MTH SOFR SYNTH FUT
01-21-2021,01-21-2021:11:00:00,0.0655,TR1,401927,1-MTH SOFR SYNTH FUT
01-21-2021,01-21-2021:11:00:00,0.05616,TY1,729303,12MTH SOFR SYNTH FUT
01-22-2021,01-22-2021:11:00:00,0.0545,TR6,623206,6-MTH SOFR SYNTH FUT
01-22-2021,01-22-2021:11:00:00,0.0578,TR3,663077,3-MTH SOFR SYNTH FUT
01-22-2021,01-22-2021:11:00:00,0.0607,TR1,401927,1-MTH SOFR SYNTH FUT
01-22-2021,01-22-2021:11:00:00,0.05535,TY1,729303,12MTH SOFR SYNTH FUT
01-25-2021,01-25-2021:11:00:29,0.0533,TR6,623206,6-MTH SOFR SYNTH FUT
01-25-2021,01-25-2021:11:00:29,0.0565,TR3,663077,3-MTH SOFR SYNTH FUT
01-25-2021,01-25-2021:11:00:29,0.0596,TR1,401927,1-MTH SOFR SYNTH FUT
01-25-2021,01-25-2021:11:00:29,0.05495,TY1,729303,12MTH SOFR SYNTH FUT
01-26-2021,01-26-2021:11:00:00,0.0522,TR6,623206,6-MTH SOFR SYNTH FUT
01-26-2021,01-26-2021:11:00:00,0.0547,TR3,663077,3-MTH SOFR SYNTH FUT
01-26-2021,01-26-2021:11:00:00,0.0578,TR1,401927,1-MTH SOFR SYNTH FUT
01-26-2021,01-26-2021:11:00:00,0.05279,TY1,729303,12MTH SOFR SYNTH FUT
01-27-2021,01-27-2021:11:00:00,0.0459,TR6,623206,6-MTH SOFR SYNTH FUT
01-27-2021,01-27-2021:11:00:00,0.0474,TR3,663077,3-MTH SOFR SYNTH FUT
01-27-2021,01-27-2021:11:00:00,0.0498,TR1,401927,1-MTH SOFR SYNTH FUT
01-27-2021,01-27-2021:11:00:00,0.05361,TY1,729303,12MTH SOFR SYNTH FUT
01-28-2021,01-28-2021:11:00:00,0.0434,TR6,623206,6-MTH SOFR SYNTH FUT
01-28-2021,01-28-2021:11:00:00,0.044,TR3,663077,3-MTH SOFR SYNTH FUT
01-28-2021,01-28-2021:11:00:00,0.0471,TR1,401927,1-MTH SOFR SYNTH FUT
01-28-2021,01-28-2021:11:00:00,0.05753,TY1,729303,12MTH SOFR SYNTH FUT
01-29-2021,01-29-2021:11:00:00,0.047,TR6,623206,6-MTH SOFR SYNTH FUT
01-29-2021,01-29-2021:11:00:00,0.047,TR3,663077,3-MTH SOFR SYNTH FUT
01-29-2021,01-29-2021:11:00:00,0.0509,TR1,401927,1-MTH SOFR SYNTH FUT
01-29-2021,01-29-2021:11:00:00,0.05117,TY1,729303,12MTH SOFR SYNTH FUT
02-01-2021,02-01-2021:11:00:00,0.0422,TR6,623206,6-MTH SOFR SYNTH FUT
02-01-2021,02-01-2021:11:00:00,0.0404,TR3,663077,3-MTH SOFR SYNTH FUT
02-01-2021,02-01-2021:11:00:00,0.042,TR1,401927,1-MTH SOFR SYNTH FUT
02-01-2021,02-01-2021:11:00:00,0.05372,TY1,729303,12MTH SOFR SYNTH FUT
02-02-2021,02-02-2021:11:00:37,0.0423,TR6,623206,6-MTH SOFR SYNTH FUT
02-02-2021,02-02-2021:11:00:37,0.0409,TR3,663077,3-MTH SOFR SYNTH FUT
02-02-2021,02-02-2021:11:00:37,0.0428,TR1,401927,1-MTH SOFR SYNTH FUT
02-02-2021,02-02-2021:11:00:37,0.05374,TY1,729303,12MTH SOFR SYNTH FUT
02-03-2021,02-03-2021:11:00:00,0.045,TR6,623206,6-MTH SOFR SYNTH FUT
02-03-2021,02-03-2021:11:00:00,0.0435,TR3,663077,3-MTH SOFR SYNTH FUT
02-03-2021,02-03-2021:11:00:00,0.0464,TR1,401927,1-MTH SOFR SYNTH FUT
02-03-2021,02-03-2021:11:00:00,0.05331,TY1,729303,12MTH SOFR SYNTH FUT
02-04-2021,02-04-2021:11:00:00,0.0466,TR6,623206,6-MTH SOFR SYNTH FUT
02-04-2021,02-04-2021:11:00:00,0.044,TR3,663077,3-MTH SOFR SYNTH FUT
02-04-2021,02-04-2021:11:00:00,0.0455,TR1,401927,1-MTH SOFR SYNTH FUT
02-04-2021,02-04-2021:11:00:00,0.04948,TY1,729303,12MTH SOFR SYNTH FUT
02-05-2021,02-05-2021:11:00:39,0.0405,TR6,623206,6-MTH SOFR SYNTH FUT
02-05-2021,02-05-2021:11:00:39,0.0365,TR3,663077,3-MTH SOFR SYNTH FUT
02-05-2021,02-05-2021:11:00:39,0.0333,TR1,401927,1-MTH SOFR SYNTH FUT
02-05-2021,02-05-2021:11:00:39,0.04881,TY1,729303,12MTH SOFR SYNTH FUT
02-08-2021,02-08-2021:11:00:00,0.038,TR6,623206,6-MTH SOFR SYNTH FUT
02-08-2021,02-08-2021:11:00:00,0.0329,TR3,663077,3-MTH SOFR SYNTH FUT
02-08-2021,02-08-2021:11:00:00,0.0277,TR1,401927,1-MTH SOFR SYNTH FUT
02-08-2021,02-08-2021:11:00:00,0.04992,TY1,729303,12MTH SOFR SYNTH FUT
02-09-2021,02-09-2021:11:00:00,0.0402,TR6,623206,6-MTH SOFR SYNTH FUT
02-09-2021,02-09-2021:11:00:00,0.0339,TR3,663077,3-MTH SOFR SYNTH FUT
02-09-2021,02-09-2021:11:00:00,0.0245,TR1,401927,1-MTH SOFR SYNTH FUT
02-09-2021,02-09-2021:11:00:00,0.05072,TY1,729303,12MTH SOFR SYNTH FUT
02-10-2021,02-10-2021:11:00:00,0.0411,TR6,623206,6-MTH SOFR SYNTH FUT
02-10-2021,02-10-2021:11:00:00,0.0364,TR3,663077,3-MTH SOFR SYNTH FUT
02-10-2021,02-10-2021:11:00:00,0.0284,TR1,401927,1-MTH SOFR SYNTH FUT
02-10-2021,02-10-2021:11:00:00,0.04470,TY1,729303,12MTH SOFR SYNTH FUT
02-11-2021,02-11-2021:11:00:00,0.0401,TR6,623206,6-MTH SOFR SYNTH FUT
02-11-2021,02-11-2021:11:00:00,0.0372,TR3,663077,3-MTH SOFR SYNTH FUT
02-11-2021,02-11-2021:11:00:00,0.0321,TR1,401927,1-MTH SOFR SYNTH FUT
02-11-2021,02-11-2021:11:00:00,0.04701,TY1,729303,12MTH SOFR SYNTH FUT
02-12-2021,02-12-2021:11:00:33,0.0395,TR6,623206,6-MTH SOFR SYNTH FUT
02-12-2021,02-12-2021:11:00:33,0.0366,TR3,663077,3-MTH SOFR SYNTH FUT
02-12-2021,02-12-2021:11:00:33,0.0338,TR1,401927,1-MTH SOFR SYNTH FUT
02-12-2021,02-12-2021:11:00:33,0.04611,TY1,729303,12MTH SOFR SYNTH FUT
02-16-2021,02-16-2021:11:00:37,0.0381,TR6,623206,6-MTH SOFR SYNTH FUT
02-16-2021,02-16-2021:11:00:37,0.035,TR3,663077,3-MTH SOFR SYNTH FUT
02-16-2021,02-16-2021:11:00:37,0.0298,TR1,401927,1-MTH SOFR SYNTH FUT
02-16-2021,02-16-2021:11:00:37,0.04738,TY1,729303,12MTH SOFR SYNTH FUT
02-17-2021,02-17-2021:11:00:00,0.0388,TR6,623206,6-MTH SOFR SYNTH FUT
02-17-2021,02-17-2021:11:00:00,0.036,TR3,663077,3-MTH SOFR SYNTH FUT
02-17-2021,02-17-2021:11:00:00,0.0296,TR1,401927,1-MTH SOFR SYNTH FUT
02-17-2021,02-17-2021:11:00:00,0.04771,TY1,729303,12MTH SOFR SYNTH FUT
02-18-2021,02-18-2021:11:00:34,0.039,TR6,623206,6-MTH SOFR SYNTH FUT
02-18-2021,02-18-2021:11:00:34,0.0355,TR3,663077,3-MTH SOFR SYNTH FUT
02-18-2021,02-18-2021:11:00:34,0.0279,TR1,401927,1-MTH SOFR SYNTH FUT
02-18-2021,02-18-2021:11:00:34,0.04801,TY1,729303,12MTH SOFR SYNTH FUT
02-19-2021,02-19-2021:11:00:36,0.0385,TR6,623206,6-MTH SOFR SYNTH FUT
02-19-2021,02-19-2021:11:00:36,0.0345,TR3,663077,3-MTH SOFR SYNTH FUT
02-19-2021,02-19-2021:11:00:36,0.0271,TR1,401927,1-MTH SOFR SYNTH FUT
02-19-2021,02-19-2021:11:00:36,0.04963,TY1,729303,12MTH SOFR SYNTH FUT
02-22-2021,02-22-2021:11:00:00,0.0384,TR6,623206,6-MTH SOFR SYNTH FUT
02-22-2021,02-22-2021:11:00:00,0.0332,TR3,663077,3-MTH SOFR SYNTH FUT
02-22-2021,02-22-2021:11:00:00,0.0245,TR1,401927,1-MTH SOFR SYNTH FUT
02-22-2021,02-22-2021:11:00:00,0.05251,TY1,729303,12MTH SOFR SYNTH FUT
02-23-2021,02-23-2021:11:00:00,0.0413,TR6,623206,6-MTH SOFR SYNTH FUT
02-23-2021,02-23-2021:11:00:00,0.0337,TR3,663077,3-MTH SOFR SYNTH FUT
02-23-2021,02-23-2021:11:00:00,0.0256,TR1,401927,1-MTH SOFR SYNTH FUT
02-23-2021,02-23-2021:11:00:00,0.05589,TY1,729303,12MTH SOFR SYNTH FUT
02-24-2021,02-24-2021:11:00:00,0.0452,TR6,623206,6-MTH SOFR SYNTH FUT
02-24-2021,02-24-2021:11:00:00,0.0389,TR3,663077,3-MTH SOFR SYNTH FUT
02-24-2021,02-24-2021:11:00:00,0.031,TR1,401927,1-MTH SOFR SYNTH FUT
02-24-2021,02-24-2021:11:00:00,0.06138,TY1,729303,12MTH SOFR SYNTH FUT
02-25-2021,02-25-2021:11:00:00,0.052,TR6,623206,6-MTH SOFR SYNTH FUT
02-25-2021,02-25-2021:11:00:00,0.0454,TR3,663077,3-MTH SOFR SYNTH FUT
02-25-2021,02-25-2021:11:00:00,0.0362,TR1,401927,1-MTH SOFR SYNTH FUT
02-25-2021,02-25-2021:11:00:00,0.06284,TY1,729303,12MTH SOFR SYNTH FUT
02-26-2021,02-26-2021:11:00:32,0.0562,TR6,623206,6-MTH SOFR SYNTH FUT
02-26-2021,02-26-2021:11:00:32,0.0496,TR3,663077,3-MTH SOFR SYNTH FUT
02-26-2021,02-26-2021:11:00:32,0.0388,TR1,401927,1-MTH SOFR SYNTH FUT
02-26-2021,02-26-2021:11:00:32,0.06168,TY1,729303,12MTH SOFR SYNTH FUT
03-01-2021,03-01-2021:11:00:00,0.0507,TR6,623206,6-MTH SOFR SYNTH FUT
03-01-2021,03-01-2021:11:00:00,0.0436,TR3,663077,3-MTH SOFR SYNTH FUT
03-01-2021,03-01-2021:11:00:00,0.0328,TR1,401927,1-MTH SOFR SYNTH FUT
03-01-2021,03-01-2021:11:00:00,0.06285,TY1,729303,12MTH SOFR SYNTH FUT
03-02-2021,03-02-2021:11:00:31,0.0514,TR6,623206,6-MTH SOFR SYNTH FUT
03-02-2021,03-02-2021:11:00:31,0.0433,TR3,663077,3-MTH SOFR SYNTH FUT
03-02-2021,03-02-2021:11:00:31,0.0324,TR1,401927,1-MTH SOFR SYNTH FUT
03-02-2021,03-02-2021:11:00:31,0.06267,TY1,729303,12MTH SOFR SYNTH FUT
03-03-2021,03-03-2021:11:00:00,0.0532,TR6,623206,6-MTH SOFR SYNTH FUT
03-03-2021,03-03-2021:11:00:00,0.0464,TR3,663077,3-MTH SOFR SYNTH FUT
03-03-2021,03-03-2021:11:00:00,0.0372,TR1,401927,1-MTH SOFR SYNTH FUT
03-03-2021,03-03-2021:11:00:00,0.06059,TY1,729303,12MTH SOFR SYNTH FUT
03-04-2021,03-04-2021:11:00:00,0.0524,TR6,623206,6-MTH SOFR SYNTH FUT
03-04-2021,03-04-2021:11:00:00,0.0464,TR3,663077,3-MTH SOFR SYNTH FUT
03-04-2021,03-04-2021:11:00:00,0.0375,TR1,401927,1-MTH SOFR SYNTH FUT
03-04-2021,03-04-2021:11:00:00,0.06120,TY1,729303,12MTH SOFR SYNTH FUT
03-05-2021,03-05-2021:11:00:36,0.0511,TR6,623206,6-MTH SOFR SYNTH FUT
03-05-2021,03-05-2021:11:00:36,0.0441,TR3,663077,3-MTH SOFR SYNTH FUT
03-05-2021,03-05-2021:11:00:36,0.0348,TR1,401927,1-MTH SOFR SYNTH FUT
03-05-2021,03-05-2021:11:00:36,0.05649,TY1,729303,12MTH SOFR SYNTH FUT
03-08-2021,03-08-2021:11:00:30,0.05,TR6,623206,6-MTH SOFR SYNTH FUT
03-08-2021,03-08-2021:11:00:30,0.0436,TR3,663077,3-MTH SOFR SYNTH FUT
03-08-2021,03-08-2021:11:00:30,0.0331,TR1,401927,1-MTH SOFR SYNTH FUT
03-08-2021,03-08-2021:11:00:30,0.05756,TY1,729303,12MTH SOFR SYNTH FUT
03-09-2021,03-09-2021:11:00:00,0.0456,TR6,623206,6-MTH SOFR SYNTH FUT
03-09-2021,03-09-2021:11:00:00,0.0383,TR3,663077,3-MTH SOFR SYNTH FUT
03-09-2021,03-09-2021:11:00:00,0.0296,TR1,401927,1-MTH SOFR SYNTH FUT
03-09-2021,03-09-2021:11:00:00,0.05811,TY1,729303,12MTH SOFR SYNTH FUT
03-10-2021,03-10-2021:11:00:00,0.0451,TR6,623206,6-MTH SOFR SYNTH FUT
03-10-2021,03-10-2021:11:00:00,0.0388,TR3,663077,3-MTH SOFR SYNTH FUT
03-10-2021,03-10-2021:11:00:00,0.0295,TR1,401927,1-MTH SOFR SYNTH FUT
03-10-2021,03-10-2021:11:00:00,0.05955,TY1,729303,12MTH SOFR SYNTH FUT
03-11-2021,03-11-2021:11:00:00,0.0486,TR6,623206,6-MTH SOFR SYNTH FUT
03-11-2021,03-11-2021:11:00:00,0.0418,TR3,663077,3-MTH SOFR SYNTH FUT
03-11-2021,03-11-2021:11:00:00,0.0336,TR1,401927,1-MTH SOFR SYNTH FUT
03-11-2021,03-11-2021:11:00:00,0.06136,TY1,729303,12MTH SOFR SYNTH FUT
03-12-2021,03-12-2021:11:00:36,0.0485,TR6,623206,6-MTH SOFR SYNTH FUT
03-12-2021,03-12-2021:11:00:36,0.0411,TR3,663077,3-MTH SOFR SYNTH FUT
03-12-2021,03-12-2021:11:00:36,0.0334,TR1,401927,1-MTH SOFR SYNTH FUT
03-12-2021,03-12-2021:11:00:36,0.06039,TY1,729303,12MTH SOFR SYNTH FUT
03-15-2021,03-15-2021:10:00:00,0.0453,TR6,623206,6-MTH SOFR SYNTH FUT
03-15-2021,03-15-2021:10:00:00,0.0358,TR3,663077,3-MTH SOFR SYNTH FUT
03-15-2021,03-15-2021:10:00:00,0.0278,TR1,401927,1-MTH SOFR SYNTH FUT
03-15-2021,03-15-2021:10:00:00,0.06091,TY1,729303,12MTH SOFR SYNTH FUT
03-16-2021,03-16-2021:10:00:34,0.0471,TR6,623206,6-MTH SOFR SYNTH FUT
03-16-2021,03-16-2021:10:00:34,0.0345,TR3,663077,3-MTH SOFR SYNTH FUT
03-16-2021,03-16-2021:10:00:34,0.0262,TR1,401927,1-MTH SOFR SYNTH FUT
03-16-2021,03-16-2021:10:00:34,0.06540,TY1,729303,12MTH SOFR SYNTH FUT
03-17-2021,03-17-2021:10:00:00,0.0481,TR6,623206,6-MTH SOFR SYNTH FUT
03-17-2021,03-17-2021:10:00:00,0.0364,TR3,663077,3-MTH SOFR SYNTH FUT
03-17-2021,03-17-2021:10:00:00,0.0264,TR1,401927,1-MTH SOFR SYNTH FUT
03-17-2021,03-17-2021:10:00:00,0.05070,TY1,729303,12MTH SOFR SYNTH FUT
03-18-2021,03-18-2021:10:00:35,0.0459,TR6,623206,6-MTH SOFR SYNTH FUT
03-18-2021,03-18-2021:10:00:35,0.0352,TR3,663077,3-MTH SOFR SYNTH FUT
03-18-2021,03-18-2021:10:00:35,0.0259,TR1,401927,1-MTH SOFR SYNTH FUT
03-18-2021,03-18-2021:10:00:35,0.04787,TY1,729303,12MTH SOFR SYNTH FUT
03-19-2021,03-19-2021:10:00:35,0.0353,TR6,623206,6-MTH SOFR SYNTH FUT
03-19-2021,03-19-2021:10:00:35,0.0271,TR3,663077,3-MTH SOFR SYNTH FUT
03-19-2021,03-19-2021:10:00:35,0.0207,TR1,401927,1-MTH SOFR SYNTH FUT
03-19-2021,03-19-2021:10:00:35,0.04087,TY1,729303,12MTH SOFR SYNTH FUT
03-22-2021,03-22-2021:10:00:00,0.0285,TR6,623206,6-MTH SOFR SYNTH FUT
03-22-2021,03-22-2021:10:00:00,0.0202,TR3,663077,3-MTH SOFR SYNTH FUT
03-22-2021,03-22-2021:10:00:00,0.0132,TR1,401927,1-MTH SOFR SYNTH FUT
03-22-2021,03-22-2021:10:00:00,0.03674,TY1,729303,12MTH SOFR SYNTH FUT
03-23-2021,03-23-2021:10:00:00,0.0235,TR6,623206,6-MTH SOFR SYNTH FUT
03-23-2021,03-23-2021:10:00:00,0.016,TR3,663077,3-MTH SOFR SYNTH FUT
03-23-2021,03-23-2021:10:00:00,0.0116,TR1,401927,1-MTH SOFR SYNTH FUT
03-23-2021,03-23-2021:10:00:00,0.04285,TY1,729303,12MTH SOFR SYNTH FUT
03-24-2021,03-24-2021:10:00:00,0.0269,TR6,623206,6-MTH SOFR SYNTH FUT
03-24-2021,03-24-2021:10:00:00,0.0188,TR3,663077,3-MTH SOFR SYNTH FUT
03-24-2021,03-24-2021:10:00:00,0.014,TR1,401927,1-MTH SOFR SYNTH FUT
03-24-2021,03-24-2021:10:00:00,0.04208,TY1,729303,12MTH SOFR SYNTH FUT
03-25-2021,03-25-2021:10:00:00,0.0283,TR6,623206,6-MTH SOFR SYNTH FUT
03-25-2021,03-25-2021:10:00:00,0.0196,TR3,663077,3-MTH SOFR SYNTH FUT
03-25-2021,03-25-2021:10:00:00,0.0163,TR1,401927,1-MTH SOFR SYNTH FUT
03-25-2021,03-25-2021:10:00:00,0.04135,TY1,729303,12MTH SOFR SYNTH FUT
03-26-2021,03-26-2021:10:00:00,0.0269,TR6,623206,6-MTH SOFR SYNTH FUT
03-26-2021,03-26-2021:10:00:00,0.0192,TR3,663077,3-MTH SOFR SYNTH FUT
03-26-2021,03-26-2021:10:00:00,0.0175,TR1,401927,1-MTH SOFR SYNTH FUT
03-26-2021,03-26-2021:10:00:00,0.04164,TY1,729303,12MTH SOFR SYNTH FUT
03-29-2021,03-29-2021:10:00:36,0.0289,TR6,623206,6-MTH SOFR SYNTH FUT
03-29-2021,03-29-2021:10:00:36,0.0212,TR3,663077,3-MTH SOFR SYNTH FUT
03-29-2021,03-29-2021:10:00:36,0.0187,TR1,401927,1-MTH SOFR SYNTH FUT
03-29-2021,03-29-2021:10:00:36,0.04204,TY1,729303,12MTH SOFR SYNTH FUT
03-30-2021,03-30-2021:10:00:00,0.0302,TR6,623206,6-MTH SOFR SYNTH FUT
03-30-2021,03-30-2021:10:00:00,0.0227,TR3,663077,3-MTH SOFR SYNTH FUT
03-30-2021,03-30-2021:10:00:00,0.0189,TR1,401927,1-MTH SOFR SYNTH FUT
03-30-2021,03-30-2021:10:00:00,0.04425,TY1,729303,12MTH SOFR SYNTH FUT
03-31-2021,03-31-2021:10:00:00,0.0307,TR6,623206,6-MTH SOFR SYNTH FUT
03-31-2021,03-31-2021:10:00:00,0.0218,TR3,663077,3-MTH SOFR SYNTH FUT
03-31-2021,03-31-2021:10:00:00,0.0168,TR1,401927,1-MTH SOFR SYNTH FUT
03-31-2021,03-31-2021:10:00:00,0.04595,TY1,729303,12MTH SOFR SYNTH FUT
04-01-2021,04-01-2021:10:00:35,0.0284,TR6,623206,6-MTH SOFR SYNTH FUT
04-01-2021,04-01-2021:10:00:35,0.0191,TR3,663077,3-MTH SOFR SYNTH FUT
04-01-2021,04-01-2021:10:00:35,0.0141,TR1,401927,1-MTH SOFR SYNTH FUT
04-01-2021,04-01-2021:10:00:35,0.04606,TY1,729303,12MTH SOFR SYNTH FUT
04-02-2021,04-02-2021:10:00:00,0.0283,TR6,623206,6-MTH SOFR SYNTH FUT
04-02-2021,04-02-2021:10:00:00,0.0196,TR3,663077,3-MTH SOFR SYNTH FUT
04-02-2021,04-02-2021:10:00:00,0.014,TR1,401927,1-MTH SOFR SYNTH FUT
04-02-2021,04-02-2021:10:00:00,0.04508,TY1,729303,12MTH SOFR SYNTH FUT
04-05-2021,04-05-2021:10:00:00,0.0283,TR6,623206,6-MTH SOFR SYNTH FUT
04-05-2021,04-05-2021:10:00:00,0.0196,TR3,663077,3-MTH SOFR SYNTH FUT
04-05-2021,04-05-2021:10:00:00,0.014,TR1,401927,1-MTH SOFR SYNTH FUT
04-05-2021,04-05-2021:10:00:00,0.04508,TY1,729303,12MTH SOFR SYNTH FUT
04-06-2021,04-06-2021:10:00:31,0.0285,TR6,623206,6-MTH SOFR SYNTH FUT
04-06-2021,04-06-2021:10:00:31,0.02,TR3,663077,3-MTH SOFR SYNTH FUT
04-06-2021,04-06-2021:10:00:31,0.0149,TR1,401927,1-MTH SOFR SYNTH FUT
04-06-2021,04-06-2021:10:00:31,0.04451,TY1,729303,12MTH SOFR SYNTH FUT
04-07-2021,04-07-2021:10:00:00,0.03,TR6,623206,6-MTH SOFR SYNTH FUT
04-07-2021,04-07-2021:10:00:00,0.0221,TR3,663077,3-MTH SOFR SYNTH FUT
04-07-2021,04-07-2021:10:00:00,0.017,TR1,401927,1-MTH SOFR SYNTH FUT
04-07-2021,04-07-2021:10:00:00,0.04948,TY1,729303,12MTH SOFR SYNTH FUT
04-08-2021,04-08-2021:10:00:00,0.034,TR6,623206,6-MTH SOFR SYNTH FUT
04-08-2021,04-08-2021:10:00:00,0.0261,TR3,663077,3-MTH SOFR SYNTH FUT
04-08-2021,04-08-2021:10:00:00,0.0189,TR1,401927,1-MTH SOFR SYNTH FUT
04-08-2021,04-08-2021:10:00:00,0.04846,TY1,729303,12MTH SOFR SYNTH FUT
04-09-2021,04-09-2021:10:00:36,0.0353,TR6,623206,6-MTH SOFR SYNTH FUT
04-09-2021,04-09-2021:10:00:36,0.0272,TR3,663077,3-MTH SOFR SYNTH FUT
04-09-2021,04-09-2021:10:00:36,0.02,TR1,401927,1-MTH SOFR SYNTH FUT
04-09-2021,04-09-2021:10:00:36,0.04880,TY1,729303,12MTH SOFR SYNTH FUT
04-12-2021,04-12-2021:10:00:35,0.0363,TR6,623206,6-MTH SOFR SYNTH FUT
04-12-2021,04-12-2021:10:00:35,0.0295,TR3,663077,3-MTH SOFR SYNTH FUT
04-12-2021,04-12-2021:10:00:35,0.0227,TR1,401927,1-MTH SOFR SYNTH FUT
04-12-2021,04-12-2021:10:00:35,0.04918,TY1,729303,12MTH SOFR SYNTH FUT
04-13-2021,04-13-2021:10:00:00,0.0355,TR6,623206,6-MTH SOFR SYNTH FUT
04-13-2021,04-13-2021:10:00:00,0.0296,TR3,663077,3-MTH SOFR SYNTH FUT
04-13-2021,04-13-2021:10:00:00,0.0227,TR1,401927,1-MTH SOFR SYNTH FUT
04-13-2021,04-13-2021:10:00:00,0.04807,TY1,729303,12MTH SOFR SYNTH FUT
04-14-2021,04-14-2021:10:00:35,0.0373,TR6,623206,6-MTH SOFR SYNTH FUT
04-14-2021,04-14-2021:10:00:35,0.0307,TR3,663077,3-MTH SOFR SYNTH FUT
04-14-2021,04-14-2021:10:00:35,0.0236,TR1,401927,1-MTH SOFR SYNTH FUT
04-14-2021,04-14-2021:10:00:35,0.04834,TY1,729303,12MTH SOFR SYNTH FUT
04-15-2021,04-15-2021:10:00:00,0.0388,TR6,623206,6-MTH SOFR SYNTH FUT
04-15-2021,04-15-2021:10:00:00,0.0325,TR3,663077,3-MTH SOFR SYNTH FUT
04-15-2021,04-15-2021:10:00:00,0.0247,TR1,401927,1-MTH SOFR SYNTH FUT
04-15-2021,04-15-2021:10:00:00,0.04951,TY1,729303,12MTH SOFR SYNTH FUT
04-16-2021,04-16-2021:10:00:36,0.041,TR6,623206,6-MTH SOFR SYNTH FUT
04-16-2021,04-16-2021:10:00:36,0.0351,TR3,663077,3-MTH SOFR SYNTH FUT
04-16-2021,04-16-2021:10:00:36,0.028,TR1,401927,1-MTH SOFR SYNTH FUT
04-16-2021,04-16-2021:10:00:36,0.05249,TY1,729303,12MTH SOFR SYNTH FUT
04-19-2021,04-19-2021:10:00:35,0.0406,TR6,623206,6-MTH SOFR SYNTH FUT
04-19-2021,04-19-2021:10:00:35,0.0334,TR3,663077,3-MTH SOFR SYNTH FUT
04-19-2021,04-19-2021:10:00:35,0.0257,TR1,401927,1-MTH SOFR SYNTH FUT
04-19-2021,04-19-2021:10:00:35,0.04975,TY1,729303,12MTH SOFR SYNTH FUT
04-20-2021,04-20-2021:10:00:31,0.038,TR6,623206,6-MTH SOFR SYNTH FUT
04-20-2021,04-20-2021:10:00:31,0.0302,TR3,663077,3-MTH SOFR SYNTH FUT
04-20-2021,04-20-2021:10:00:31,0.0211,TR1,401927,1-MTH SOFR SYNTH FUT
04-20-2021,04-20-2021:10:00:31,0.05274,TY1,729303,12MTH SOFR SYNTH FUT
04-21-2021,04-21-2021:10:00:00,0.0391,TR6,623206,6-MTH SOFR SYNTH FUT
04-21-2021,04-21-2021:10:00:00,0.0304,TR3,663077,3-MTH SOFR SYNTH FUT
04-21-2021,04-21-2021:10:00:00,0.0213,TR1,401927,1-MTH SOFR SYNTH FUT
04-21-2021,04-21-2021:10:00:00,0.05145,TY1,729303,12MTH SOFR SYNTH FUT
04-22-2021,04-22-2021:10:00:00,0.0393,TR6,623206,6-MTH SOFR SYNTH FUT
04-22-2021,04-22-2021:10:00:00,0.0305,TR3,663077,3-MTH SOFR SYNTH FUT
04-22-2021,04-22-2021:10:00:00,0.0216,TR1,401927,1-MTH SOFR SYNTH FUT
04-22-2021,04-22-2021:10:00:00,0.05163,TY1,729303,12MTH SOFR SYNTH FUT
04-23-2021,04-23-2021:10:00:00,0.0397,TR6,623206,6-MTH SOFR SYNTH FUT
04-23-2021,04-23-2021:10:00:00,0.0311,TR3,663077,3-MTH SOFR SYNTH FUT
04-23-2021,04-23-2021:10:00:00,0.0236,TR1,401927,1-MTH SOFR SYNTH FUT
04-23-2021,04-23-2021:10:00:00,0.05014,TY1,729303,12MTH SOFR SYNTH FUT
